1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022
3712012.7252140455,6132686.932522387,5579570.911704268,7716266.190391545,5640324.118692374,6713951.533835816,9966073.582319723,8833935.215019438,9557947.359764058,7488371.939645693,5416763.341076265,5706518.959568167,7162612.669821891,10201006.14013823,3619166.9057865576,4610510.85115578,3534707.35251254,6607724.747312152,7060996.810184827,4986066.4722456075,5402382.794722967,7784932.953180304,4372172.623774025,6061724.965791296,3625847.1307982793,5611560.34190817,4436590.782139497,2958027.038331262,5886048.848475304,4024072.3621054813,4225662.283448708,5780929.080767837,10381965.789478082,8433139.397073442,5321412.9030529205,8124594.303520638,3417767.7544379206,7845810.072425316,3987285.54825238,5344007.119328389
5437008.854734682,11671260.768829037,8122361.530334922,9932613.969190683,7371244.738061304,12587704.919354964,13805592.369420055,11987334.97492651,9529669.55949683,9573158.63769678,6549516.017787959,7534352.408680335,9158336.67545034,8557559.333525892,4333436.110022709,4990918.2536074,3893797.73513112,6064876.053059556,7680761.961781192,6621777.438732742,8475481.259389661,12852955.808001256,6774756.75303896,7312338.169973159,4290350.9672163,6556442.53890554,4172402.4252618887,2937941.493060853,5288457.324903855,4686492.393466333,4632518.398645785,6020079.022912728,11480868.364939706,9442469.925110634,7054155.349170692,8947400.918230195,4685939.143532135,9862700.963492293,4430371.478796272,6851330.228464889
3589724.312514658,8307497.592668196,6274487.262522832,8315947.198840274,7494450.684971103,7011765.943156496,9982964.651721917,10455477.532945368,10740852.341503244,7595101.979979324,6507360.822081345,6718514.341854001,5039963.537255618,13250961.055551367,3035687.3764588325,5717534.311762907,3389166.4126973515,5522889.870153174,5888144.090996627,5182396.78867997,6076846.996296684,8117360.625062875,4668801.719141489,7076596.258952059,4888608.203149025,5144201.54557661,3809077.000567508,3144540.0875147865,4032023.3588309726,3781788.92008984,4433044.189538359,7346189.605321948,10555900.461107047,7217389.671457755,6193314.67041087,7104979.099115017,3136848.1736111664,7790359.822629949,4243456.829019369,4790607.009196678
3414712.052630541,7454044.507157433,4986476.461131459,7643011.886057128,6111175.956074217,6193909.414497598,9404250.080862975,7929409.786496138,10566976.77688192,5988131.591074853,4381848.897771982,6481393.996028882,6185626.04344841,9363519.035381243,3046326.0740907905,3066324.2241395162,3003901.025007482,4823819.016384417,6523040.161442664,4864516.44508811,5539271.304773165,11741905.86840855,4894284.9436237905,5836884.811884823,3383269.852788293,5324082.8017569035,3564784.735783653,2897315.8898557303,4758270.853810217,4066979.2601003326,4253038.749089126,5082990.692572599,8585421.58357816,6896428.705296511,5463677.620558175,6731437.294830489,4205910.33211146,8321366.174756783,3429026.270600275,5476271.881058764
3494929.290759926,7779566.143970802,5341642.075166555,7174802.321515156,6472594.1046188995,8332453.722539197,9285689.425675519,8055431.197507672,9625137.693049636,7153665.597207214,6013428.729269872,8571980.959752608,6301155.396395446,8447489.265761383,3721045.476647109,4344398.812386126,2864506.9291189043,4888951.253639463,5875568.169804178,4651425.347186124,5512711.091965833,8500040.379435256,4241532.552237474,8042029.521939313,3653958.8476657434,5397499.21488011,3867608.7899831883,2634149.3613130283,5147532.741937871,3664114.185280452,4971677.760407901,5233485.8149873745,9389751.20032732,8651963.794796206,6884784.510426273,7591911.213421596,4466883.031107985,7645147.1827487275,3667539.5973547073,5050107.2677605795
4694278.91013032,8310875.497691872,5720972.447123825,8670952.731405381,6066202.247467259,8081634.472310761,14433148.829180848,10130687.116506834,7483343.180043844,6364143.32012206,5860446.30579118,8677905.731648091,7587893.6312357485,11229517.877198702,4845130.859627436,4969775.343359603,3974496.232502161,5477504.002372732,6769304.0750159845,5717216.989114905,7759692.208766224,11080257.911076015,4950927.977678522,6321229.767610248,3468365.62334712,7799493.1173118185,4281356.487523551,2958862.3753582807,5358176.593150297,3223096.2166481293,4445746.146317612,6979437.522047172,10696913.243141595,7772368.075202018,6250019.419813452,7775623.541758956,4423608.983418989,9298754.969156679,4608978.152326621,5754975.024945946
3110635.674961791,8657723.368867215,5874269.492599684,7578449.514600433,5862482.378745118,7975258.7472207425,8125267.257265312,9020438.879115818,12568906.719729548,6400732.311515719,5674661.617920047,6658309.423574102,7139871.112075751,7233392.477950369,3754841.6708846516,4041153.5858839243,3234671.8346807943,5671062.527934328,5318053.528765987,4442478.463522656,7018876.429661078,8662995.2988722,4886902.384425575,6586607.587632168,4313011.403471548,5749306.557786224,5064291.906579323,2694254.4755255827,4129404.364740697,3845308.509765744,4108419.7928812625,7163487.388115297,9411825.591873972,8399233.381785348,6410381.488039288,7772752.625895086,3843146.25099844,7349840.704765804,4258505.223887282,5144476.408397622
4557799.788817362,10064964.990645517,6061100.511881414,10510825.99754333,9981118.99110294,9661053.79075113,10923167.139135206,11405754.451162618,10365022.453985337,8111098.250946115,4746369.784273176,7434398.796800444,9231345.217755493,11068787.059049115,4298829.500046277,5849214.873488057,4783345.321919263,5582954.8628767645,8473744.586491158,6662042.226610773,8144411.774921304,14724046.813503385,5336607.851356888,7498708.236409506,4657754.038111053,7292288.078450782,3992375.3240707964,2766594.1910324534,6388555.312761691,4282295.537994398,3459745.724972063,6173566.949100777,9585847.934693081,8432181.992937071,6098662.103938689,8699221.507731872,3865009.1127458485,7902190.606549025,4556496.798298522,6031555.477842392
4532998.760792863,8890630.114133045,6255069.621342539,7835290.144913155,5237178.344865689,7860444.9290272165,8892618.28218911,10400717.59403782,9698477.903169487,5469321.122018901,6364986.61816959,6959443.867146949,6618925.064627866,9530148.67008944,4442614.449283359,5355095.032148654,3791083.485499007,4566462.094262032,8274149.548451392,5136259.392994052,8313743.37996687,11669937.370493185,6100857.1850058455,7165641.109167469,4243478.465803351,4585335.56552492,4174539.7174184793,2478378.2884013993,4246375.915380551,3280302.3029025774,5335415.302720139,5551372.364369171,10891202.541128356,8636454.425168617,5980884.8397417115,7484211.186740177,4502345.654586006,8517525.856238019,3950456.6109056436,5868675.768285651
