Year,FMP Area,FMP Subarea,Reporting Area Code,Trip Target Code,Trip Target Name,Species Group Name,Retained/Discarded,Gear Code,Weight Posted (Sum),WED (mmdd)
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Discarded,BTR,808.83,405
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Discarded,BTR,557.1,412
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Discarded,BTR,446.55,419
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Discarded,BTR,561.34,426
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Discarded,BTR,944.78,503
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Discarded,BTR,159.11,510
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Discarded,BTR,2.22,524
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Discarded,BTR,58.16,621
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Discarded,BTR,123.46,802
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Discarded,BTR,103.97,809
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Discarded,BTR,0.26,816
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Discarded,HAL,0.22,104
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Discarded,HAL,0.54,111
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Discarded,HAL,3.82,118
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Discarded,HAL,0.89,125
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Discarded,HAL,0.02,201
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Discarded,HAL,0.02,208
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Discarded,HAL,1.3,215
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Discarded,HAL,5.26,222
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Discarded,HAL,17.04,301
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Discarded,HAL,7.66,308
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Discarded,HAL,34.16,315
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Discarded,HAL,15.82,322
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Discarded,HAL,22.47,329
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Discarded,HAL,21.38,405
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Discarded,HAL,11.86,412
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Discarded,HAL,16.25,419
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Discarded,HAL,7.49,426
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Discarded,HAL,1.43,503
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Discarded,HAL,14.13,510
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Discarded,HAL,4.53,517
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Discarded,HAL,0.94,524
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Discarded,HAL,7.63,531
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Discarded,HAL,0,607
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Discarded,HAL,19.76,920
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Discarded,HAL,37.61,927
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Discarded,HAL,35.45,1004
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Discarded,HAL,22.64,1011
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Discarded,HAL,27.23,1018
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Discarded,HAL,45.09,1025
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Discarded,HAL,19.67,1101
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Discarded,HAL,19.34,1108
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Discarded,HAL,8.44,1115
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Discarded,HAL,6.64,1122
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Discarded,HAL,7.56,1129
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Discarded,HAL,12.42,1206
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Discarded,HAL,5.57,1213
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Discarded,HAL,10.3,1220
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Discarded,HAL,1.75,1227
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Discarded,HAL,0.5,1231
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Discarded,POT,0.01,405
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Discarded,POT,0.37,426
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Discarded,POT,0.43,503
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Discarded,POT,0.37,531
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Discarded,POT,0.26,607
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Discarded,POT,0.59,614
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Discarded,POT,0.01,628
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Discarded,POT,0.01,705
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Discarded,POT,0.28,830
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Discarded,POT,0,1101
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Discarded,POT,0,1206
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Discarded,POT,0,1220
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Discarded,POT,0.01,1227
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Discarded,PTR,0.04,125
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Retained,BTR,2.83,125
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Retained,BTR,3.13,201
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Retained,BTR,4.28,208
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Retained,BTR,3.61,215
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Retained,BTR,49.19,222
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Retained,BTR,38.8,301
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Retained,BTR,6.44,308
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Retained,BTR,3.92,315
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Retained,BTR,10.6,322
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Retained,BTR,17.46,329
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Retained,BTR,17.79,405
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Retained,BTR,52.04,412
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Retained,BTR,36.47,419
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Retained,BTR,20.26,426
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Retained,BTR,47.85,503
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Retained,BTR,7.1,510
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Retained,BTR,20.04,802
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Retained,BTR,2.58,809
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Retained,BTR,0.96,816
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Retained,HAL,3,104
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Retained,HAL,31.83,308
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Retained,HAL,1.26,315
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Retained,HAL,1.67,329
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Retained,HAL,14.29,405
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Retained,HAL,2.38,503
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Retained,HAL,1.17,510
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Retained,HAL,0.04,517
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Retained,HAL,12.24,920
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Retained,HAL,17.8,927
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Retained,HAL,15.36,1004
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Retained,HAL,21.06,1011
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Retained,HAL,5.54,1018
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Retained,HAL,3.83,1025
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Retained,HAL,10.41,1101
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Retained,HAL,0.98,1115
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Retained,HAL,0.45,1206
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Retained,HAL,10.99,1213
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Retained,HAL,7.28,1220
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Retained,POT,0.02,419
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Retained,POT,0,426
1997,BSAI,BS,517,C,Pacific Cod,Pollock,Retained,PTR,0.02,125
1997,BSAI,BS,517,F,Other Flatfish - BSAI,Pollock,Discarded,BTR,9.59,705
1997,BSAI,BS,517,F,Other Flatfish - BSAI,Pollock,Discarded,BTR,1.05,712
1997,BSAI,BS,517,F,Other Flatfish - BSAI,Pollock,Discarded,BTR,1.75,830
1997,BSAI,BS,517,F,Other Flatfish - BSAI,Pollock,Discarded,BTR,52.9,906
1997,BSAI,BS,517,F,Other Flatfish - BSAI,Pollock,Discarded,BTR,10.68,913
1997,BSAI,BS,517,F,Other Flatfish - BSAI,Pollock,Retained,BTR,2.14,913
1997,BSAI,BS,517,L,Flathead Sole,Pollock,Discarded,BTR,60,301
1997,BSAI,BS,517,L,Flathead Sole,Pollock,Discarded,BTR,1.63,308
1997,BSAI,BS,517,L,Flathead Sole,Pollock,Discarded,BTR,20.64,315
1997,BSAI,BS,517,L,Flathead Sole,Pollock,Discarded,BTR,0.25,329
1997,BSAI,BS,517,L,Flathead Sole,Pollock,Discarded,BTR,406.22,405
1997,BSAI,BS,517,L,Flathead Sole,Pollock,Discarded,BTR,154.5,412
1997,BSAI,BS,517,L,Flathead Sole,Pollock,Discarded,BTR,1.66,426
1997,BSAI,BS,517,L,Flathead Sole,Pollock,Discarded,BTR,33.83,510
1997,BSAI,BS,517,L,Flathead Sole,Pollock,Discarded,BTR,18.15,517
1997,BSAI,BS,517,L,Flathead Sole,Pollock,Discarded,BTR,15.7,705
1997,BSAI,BS,517,L,Flathead Sole,Pollock,Discarded,BTR,61.95,712
1997,BSAI,BS,517,L,Flathead Sole,Pollock,Discarded,BTR,47.3,719
1997,BSAI,BS,517,L,Flathead Sole,Pollock,Discarded,BTR,425.7,726
1997,BSAI,BS,517,L,Flathead Sole,Pollock,Discarded,BTR,17.78,823
1997,BSAI,BS,517,L,Flathead Sole,Pollock,Discarded,BTR,15.88,830
1997,BSAI,BS,517,L,Flathead Sole,Pollock,Discarded,BTR,35.59,906
1997,BSAI,BS,517,L,Flathead Sole,Pollock,Discarded,BTR,63.35,913
1997,BSAI,BS,517,L,Flathead Sole,Pollock,Discarded,BTR,5.2,927
1997,BSAI,BS,517,L,Flathead Sole,Pollock,Discarded,BTR,2.87,1004
1997,BSAI,BS,517,L,Flathead Sole,Pollock,Retained,BTR,0.46,426
1997,BSAI,BS,517,L,Flathead Sole,Pollock,Retained,BTR,6.9,726
1997,BSAI,BS,517,L,Flathead Sole,Pollock,Retained,BTR,7,906
1997,BSAI,BS,517,L,Flathead Sole,Pollock,Retained,BTR,2.93,913
1997,BSAI,BS,517,P,Pollock - midwater,Pollock,Discarded,BTR,13.01,215
1997,BSAI,BS,517,P,Pollock - midwater,Pollock,Discarded,BTR,8.23,222
1997,BSAI,BS,517,P,Pollock - midwater,Pollock,Discarded,BTR,1,329
1997,BSAI,BS,517,P,Pollock - midwater,Pollock,Discarded,PTR,129.88,125
1997,BSAI,BS,517,P,Pollock - midwater,Pollock,Discarded,PTR,289.09,201
1997,BSAI,BS,517,P,Pollock - midwater,Pollock,Discarded,PTR,291.73,208
1997,BSAI,BS,517,P,Pollock - midwater,Pollock,Discarded,PTR,348.66,215
1997,BSAI,BS,517,P,Pollock - midwater,Pollock,Discarded,PTR,287.67,222
1997,BSAI,BS,517,P,Pollock - midwater,Pollock,Discarded,PTR,36.84,301
1997,BSAI,BS,517,P,Pollock - midwater,Pollock,Discarded,PTR,18.8,308
1997,BSAI,BS,517,P,Pollock - midwater,Pollock,Discarded,PTR,0.57,531
1997,BSAI,BS,517,P,Pollock - midwater,Pollock,Discarded,PTR,9.16,809
1997,BSAI,BS,517,P,Pollock - midwater,Pollock,Discarded,PTR,13.94,816
1997,BSAI,BS,517,P,Pollock - midwater,Pollock,Discarded,PTR,107.9,823
1997,BSAI,BS,517,P,Pollock - midwater,Pollock,Discarded,PTR,73.15,830
1997,BSAI,BS,517,P,Pollock - midwater,Pollock,Discarded,PTR,92.55,906
1997,BSAI,BS,517,P,Pollock - midwater,Pollock,Discarded,PTR,261.47,913
1997,BSAI,BS,517,P,Pollock - midwater,Pollock,Discarded,PTR,74.94,920
1997,BSAI,BS,517,P,Pollock - midwater,Pollock,Discarded,PTR,26.41,927
1997,BSAI,BS,517,P,Pollock - midwater,Pollock,Discarded,PTR,115.59,1004
1997,BSAI,BS,517,P,Pollock - midwater,Pollock,Discarded,PTR,46.37,1011
1997,BSAI,BS,517,P,Pollock - midwater,Pollock,Discarded,PTR,60.44,1018
1997,BSAI,BS,517,P,Pollock - midwater,Pollock,Retained,BTR,233.39,215
1997,BSAI,BS,517,P,Pollock - midwater,Pollock,Retained,BTR,679.5,222
1997,BSAI,BS,517,P,Pollock - midwater,Pollock,Retained,BTR,856.67,823
1997,BSAI,BS,517,P,Pollock - midwater,Pollock,Retained,BTR,2705.42,830
1997,BSAI,BS,517,P,Pollock - midwater,Pollock,Retained,BTR,2164.85,906
1997,BSAI,BS,517,P,Pollock - midwater,Pollock,Retained,BTR,1884.7,913
1997,BSAI,BS,517,P,Pollock - midwater,Pollock,Retained,BTR,553.01,920
1997,BSAI,BS,517,P,Pollock - midwater,Pollock,Retained,BTR,491.45,927
1997,BSAI,BS,517,P,Pollock - midwater,Pollock,Retained,BTR,319.99,1011
1997,BSAI,BS,517,P,Pollock - midwater,Pollock,Retained,PTR,34540.51,125
1997,BSAI,BS,517,P,Pollock - midwater,Pollock,Retained,PTR,37817.65,201
1997,BSAI,BS,517,P,Pollock - midwater,Pollock,Retained,PTR,37270.13,208
1997,BSAI,BS,517,P,Pollock - midwater,Pollock,Retained,PTR,28327.05,215
1997,BSAI,BS,517,P,Pollock - midwater,Pollock,Retained,PTR,26616.57,222
1997,BSAI,BS,517,P,Pollock - midwater,Pollock,Retained,PTR,9072.86,301
1997,BSAI,BS,517,P,Pollock - midwater,Pollock,Retained,PTR,10661.47,308
1997,BSAI,BS,517,P,Pollock - midwater,Pollock,Retained,PTR,667.34,315
1997,BSAI,BS,517,P,Pollock - midwater,Pollock,Retained,PTR,75.63,531
1997,BSAI,BS,517,P,Pollock - midwater,Pollock,Retained,PTR,1319.36,802
1997,BSAI,BS,517,P,Pollock - midwater,Pollock,Retained,PTR,2124.04,809
1997,BSAI,BS,517,P,Pollock - midwater,Pollock,Retained,PTR,4836.13,816
1997,BSAI,BS,517,P,Pollock - midwater,Pollock,Retained,PTR,6142.72,823
1997,BSAI,BS,517,P,Pollock - midwater,Pollock,Retained,PTR,6934.82,830
1997,BSAI,BS,517,P,Pollock - midwater,Pollock,Retained,PTR,13725.56,906
1997,BSAI,BS,517,P,Pollock - midwater,Pollock,Retained,PTR,27660.36,913
1997,BSAI,BS,517,P,Pollock - midwater,Pollock,Retained,PTR,16323.07,920
1997,BSAI,BS,517,P,Pollock - midwater,Pollock,Retained,PTR,11432.03,927
1997,BSAI,BS,517,P,Pollock - midwater,Pollock,Retained,PTR,18960.34,1004
1997,BSAI,BS,517,P,Pollock - midwater,Pollock,Retained,PTR,14746.33,1011
1997,BSAI,BS,517,P,Pollock - midwater,Pollock,Retained,PTR,17375.22,1018
1997,BSAI,BS,517,R,Rock Sole - BSAI,Pollock,Discarded,BTR,71.15,215
1997,BSAI,BS,517,R,Rock Sole - BSAI,Pollock,Discarded,BTR,444.35,222
1997,BSAI,BS,517,R,Rock Sole - BSAI,Pollock,Discarded,BTR,86.01,301
1997,BSAI,BS,517,R,Rock Sole - BSAI,Pollock,Discarded,BTR,14,426
1997,BSAI,BS,517,R,Rock Sole - BSAI,Pollock,Discarded,BTR,1,621
1997,BSAI,BS,517,R,Rock Sole - BSAI,Pollock,Retained,BTR,5.33,301
1997,BSAI,BS,517,T,Greenland Turbot - BSAI,Pollock,Discarded,BTR,0.36,712
1997,BSAI,BS,517,T,Greenland Turbot - BSAI,Pollock,Discarded,BTR,2.5,719
1997,BSAI,BS,517,T,Greenland Turbot - BSAI,Pollock,Discarded,BTR,41.58,726
1997,BSAI,BS,517,T,Greenland Turbot - BSAI,Pollock,Discarded,HAL,0.44,503
1997,BSAI,BS,517,T,Greenland Turbot - BSAI,Pollock,Discarded,HAL,0.25,510
1997,BSAI,BS,517,T,Greenland Turbot - BSAI,Pollock,Discarded,HAL,0,524
1997,BSAI,BS,517,W,Arrowtooth Flounder,Pollock,Discarded,BTR,8.45,510
1997,BSAI,BS,517,W,Arrowtooth Flounder,Pollock,Discarded,BTR,0.02,621
1997,BSAI,BS,517,Y,Yellowfin Sole - BSAI,Pollock,Discarded,BTR,32.68,308
1997,BSAI,BS,517,Y,Yellowfin Sole - BSAI,Pollock,Discarded,BTR,54.97,315
1997,BSAI,BS,517,Y,Yellowfin Sole - BSAI,Pollock,Discarded,BTR,149.81,322
1997,BSAI,BS,517,Y,Yellowfin Sole - BSAI,Pollock,Discarded,BTR,19.45,405
1997,BSAI,BS,517,Y,Yellowfin Sole - BSAI,Pollock,Discarded,BTR,43.93,419
1997,BSAI,BS,517,Y,Yellowfin Sole - BSAI,Pollock,Discarded,BTR,22.86,426
1997,BSAI,BS,517,Y,Yellowfin Sole - BSAI,Pollock,Discarded,BTR,3.55,830
1997,BSAI,BS,517,Y,Yellowfin Sole - BSAI,Pollock,Discarded,BTR,37.07,906
1997,BSAI,BS,517,Y,Yellowfin Sole - BSAI,Pollock,Discarded,BTR,18.74,920
1997,BSAI,BS,517,Y,Yellowfin Sole - BSAI,Pollock,Discarded,BTR,24,927
1997,BSAI,BS,517,Y,Yellowfin Sole - BSAI,Pollock,Discarded,BTR,0.2,1011
1997,BSAI,BS,517,Y,Yellowfin Sole - BSAI,Pollock,Discarded,BTR,0.39,1025
1997,BSAI,BS,517,Y,Yellowfin Sole - BSAI,Pollock,Discarded,BTR,1.53,1129
1997,BSAI,BS,517,Y,Yellowfin Sole - BSAI,Pollock,Discarded,BTR,24.17,1206
1997,BSAI,BS,517,Y,Yellowfin Sole - BSAI,Pollock,Retained,BTR,26.71,315
1997,BSAI,BS,517,Y,Yellowfin Sole - BSAI,Pollock,Retained,BTR,2.54,322
1997,BSAI,BS,517,Y,Yellowfin Sole - BSAI,Pollock,Retained,BTR,18.46,405
1997,BSAI,BS,517,Y,Yellowfin Sole - BSAI,Pollock,Retained,BTR,49.66,419
1997,BSAI,BS,517,Y,Yellowfin Sole - BSAI,Pollock,Retained,BTR,44.6,426
1997,BSAI,BS,517,Y,Yellowfin Sole - BSAI,Pollock,Retained,BTR,0.16,906
1997,BSAI,BS,518,C,Pacific Cod,Pollock,Discarded,BTR,4.92,809
1997,BSAI,BS,518,C,Pacific Cod,Pollock,Discarded,HAL,0,412
1997,BSAI,BS,518,C,Pacific Cod,Pollock,Discarded,HAL,0.01,426
1997,BSAI,BS,518,C,Pacific Cod,Pollock,Discarded,HAL,0,1004
1997,BSAI,BS,518,C,Pacific Cod,Pollock,Discarded,HAL,3.02,1213
1997,BSAI,BS,518,C,Pacific Cod,Pollock,Discarded,HAL,2.93,1220
1997,BSAI,BS,518,C,Pacific Cod,Pollock,Discarded,POT,0.84,510
1997,BSAI,BS,518,C,Pacific Cod,Pollock,Discarded,POT,0.76,517
1997,BSAI,BS,518,C,Pacific Cod,Pollock,Discarded,POT,0,906
1997,BSAI,BS,518,C,Pacific Cod,Pollock,Discarded,POT,0.02,913
1997,BSAI,BS,518,C,Pacific Cod,Pollock,Discarded,POT,0,1004
1997,BSAI,BS,518,C,Pacific Cod,Pollock,Discarded,POT,0.02,1122
1997,BSAI,BS,518,C,Pacific Cod,Pollock,Discarded,POT,0,1129
1997,BSAI,BS,518,C,Pacific Cod,Pollock,Discarded,POT,0.01,1220
1997,BSAI,BS,518,P,Pollock - midwater,Pollock,Retained,PTR,149.99,215
1997,BSAI,BS,518,S,Sablefish,Pollock,Discarded,HAL,0,628
1997,BSAI,BS,518,T,Greenland Turbot - BSAI,Pollock,Discarded,HAL,0,503
1997,BSAI,BS,518,T,Greenland Turbot - BSAI,Pollock,Discarded,HAL,0.01,510
1997,BSAI,BS,518,T,Greenland Turbot - BSAI,Pollock,Discarded,HAL,0.01,517
1997,BSAI,BS,519,B,Pollock - bottom,Pollock,Discarded,PTR,9.03,927
1997,BSAI,BS,519,B,Pollock - bottom,Pollock,Discarded,PTR,26.01,1011
1997,BSAI,BS,519,B,Pollock - bottom,Pollock,Retained,BTR,67.21,222
1997,BSAI,BS,519,B,Pollock - bottom,Pollock,Retained,PTR,1019.19,816
1997,BSAI,BS,519,B,Pollock - bottom,Pollock,Retained,PTR,960.49,927
1997,BSAI,BS,519,B,Pollock - bottom,Pollock,Retained,PTR,1652.25,1011
1997,BSAI,BS,519,B,Pollock - bottom,Pollock,Retained,PTR,277.71,1018
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Discarded,BTR,2.16,222
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Discarded,BTR,8.2,315
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Discarded,BTR,311.27,412
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Discarded,BTR,481.21,419
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Discarded,BTR,6.85,809
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Discarded,BTR,3.42,1004
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Discarded,HAL,0.2,111
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Discarded,HAL,2.62,118
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Discarded,HAL,0.35,125
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Discarded,HAL,0.18,201
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Discarded,HAL,0,322
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Discarded,HAL,0.64,426
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Discarded,HAL,0,510
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Discarded,HAL,0.01,517
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Discarded,HAL,0.05,524
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Discarded,HAL,1.93,531
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Discarded,HAL,0.01,823
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Discarded,HAL,0,920
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Discarded,HAL,0,927
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Discarded,HAL,0,1004
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Discarded,HAL,0.15,1011
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Discarded,HAL,3.91,1018
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Discarded,HAL,3.61,1025
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Discarded,HAL,5.03,1101
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Discarded,HAL,0.78,1108
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Discarded,HAL,1.07,1115
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Discarded,HAL,1.33,1206
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Discarded,HAL,0.31,1213
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Discarded,POT,0.01,118
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Discarded,POT,0.01,201
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Discarded,POT,0,208
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Discarded,POT,0.12,322
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Discarded,POT,0.31,329
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Discarded,POT,0.45,405
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Discarded,POT,0.74,412
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Discarded,POT,1.6,419
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Discarded,POT,1.19,426
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Discarded,POT,2.05,503
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Discarded,POT,2.6,510
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Discarded,POT,1.1,517
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Discarded,POT,0.54,524
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Discarded,POT,0.3,531
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Discarded,POT,1.64,607
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Discarded,POT,1.63,614
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Discarded,POT,1.58,621
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Discarded,POT,0.3,628
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Discarded,POT,0.19,705
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Discarded,POT,0.04,712
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Discarded,POT,0.02,726
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Discarded,POT,0.03,802
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Discarded,POT,0.21,809
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Discarded,POT,0.35,816
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Discarded,POT,0.73,823
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Discarded,POT,0.33,830
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Discarded,POT,0.24,906
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Discarded,POT,0.04,913
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Discarded,POT,0.14,1004
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Discarded,POT,0.25,1011
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Discarded,POT,0.21,1018
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Discarded,POT,0.3,1025
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Discarded,POT,0.06,1101
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Discarded,POT,0,1108
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Discarded,POT,0.09,1115
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Discarded,POT,0.14,1122
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Discarded,POT,0.02,1129
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Discarded,POT,0.01,1206
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Discarded,POT,0,1213
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Discarded,POT,0.01,1220
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Discarded,POT,0,1231
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Discarded,PTR,192.73,1018
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Retained,BTR,0.01,315
1997,BSAI,BS,519,C,Pacific Cod,Pollock,Retained,BTR,0.01,329
