1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023,2024
5.46627E+11,2.89454E+11,1.90918E+11,2.78486E+11,2.55985E+11,2.57698E+11,4.24399E+11,3.41623E+11,3.86284E+11,1.93864E+11,2.33129E+11,2.09355E+11,2.52958E+11,2.87656E+11,1.20811E+11,1.58811E+11,1.09978E+11,1.36014E+11,2.30345E+11,1.47145E+11,2.23121E+11,4.79651E+11,1.55753E+11,1.89416E+11,1.19759E+11,2.22555E+11,1.1689E+11,75643246694,1.57533E+11,94642562442,1.35326E+11,2.00942E+11,3.2088E+11,2.59626E+11,1.91094E+11,1.74488E+11,1.32465E+11,2.42645E+11,69135057100,1.68937E+11,77332246606,2.79478E+11
2.89454E+11,1.40869E+12,4.62345E+11,6.02153E+11,5.03897E+11,5.98249E+11,9.87279E+11,8.48253E+11,9.39757E+11,4.84572E+11,4.42021E+11,4.45272E+11,5.02919E+11,6.29116E+11,2.73671E+11,3.43393E+11,2.02194E+11,3.90673E+11,5.47007E+11,3.16912E+11,4.7488E+11,5.54922E+11,3.17245E+11,5.06075E+11,2.38968E+11,5.13944E+11,2.38679E+11,1.65444E+11,3.50894E+11,2.1393E+11,3.04724E+11,4.42793E+11,7.1914E+11,6.04508E+11,3.77464E+11,3.78584E+11,2.5822E+11,5.20615E+11,1.56054E+11,3.91572E+11,1.92062E+11,5.8066E+11
1.90918E+11,4.62345E+11,9.71053E+11,4.38074E+11,3.78533E+11,4.30555E+11,6.60127E+11,5.73798E+11,6.12997E+11,3.50905E+11,2.55381E+11,3.21263E+11,4.14636E+11,5.12169E+11,1.97596E+11,2.96705E+11,1.617E+11,2.37282E+11,4.4128E+11,2.50697E+11,3.23204E+11,4.97002E+11,2.41498E+11,3.63272E+11,1.73713E+11,3.29335E+11,2.08274E+11,1.38094E+11,2.53642E+11,1.33012E+11,2.12744E+11,3.04272E+11,5.41983E+11,4.4181E+11,3.22376E+11,2.74418E+11,1.56985E+11,3.87976E+11,1.00849E+11,2.76865E+11,1.43116E+11,4.55848E+11
2.78486E+11,6.02153E+11,4.38074E+11,1.05223E+12,4.97672E+11,6.17719E+11,9.22233E+11,7.45146E+11,9.36158E+11,5.4374E+11,3.47119E+11,4.15664E+11,4.7302E+11,4.88985E+11,2.44394E+11,3.24207E+11,2.10801E+11,3.55431E+11,5.2579E+11,3.16077E+11,4.03448E+11,7.94208E+11,2.98377E+11,4.63515E+11,2.14724E+11,4.35266E+11,2.41508E+11,1.75573E+11,3.24908E+11,2.10227E+11,2.50838E+11,3.70175E+11,6.53599E+11,5.1886E+11,3.96004E+11,3.491E+11,2.68603E+11,4.50395E+11,1.36418E+11,3.37804E+11,1.78632E+11,5.43081E+11
2.55985E+11,5.03897E+11,3.78533E+11,4.97672E+11,1.14547E+12,5.28233E+11,7.05761E+11,6.73245E+11,7.59425E+11,4.49757E+11,3.40832E+11,3.4176E+11,3.461E+11,4.62518E+11,2.15861E+11,2.87136E+11,1.57952E+11,3.36374E+11,4.09858E+11,2.59786E+11,3.46102E+11,7.7996E+11,2.80071E+11,4.23005E+11,2.11638E+11,3.87719E+11,2.10315E+11,1.13406E+11,2.82229E+11,1.78337E+11,2.1194E+11,3.28275E+11,5.78401E+11,4.69411E+11,3.24163E+11,2.98728E+11,1.80773E+11,4.12775E+11,1.15375E+11,2.9608E+11,1.43794E+11,4.74513E+11
2.57698E+11,5.98249E+11,4.30555E+11,6.17719E+11,5.28233E+11,1.90121E+12,9.39127E+11,7.35824E+11,9.35551E+11,5.23155E+11,4.30901E+11,5.12824E+11,4.4642E+11,6.18331E+11,2.35418E+11,3.73981E+11,1.98567E+11,3.26136E+11,4.8075E+11,3.23383E+11,4.29474E+11,9.15628E+11,2.72406E+11,4.47676E+11,2.24153E+11,4.73571E+11,2.56096E+11,1.72337E+11,2.80078E+11,1.85181E+11,2.4416E+11,4.10724E+11,6.5533E+11,4.99094E+11,3.55937E+11,3.76882E+11,2.39508E+11,4.6896E+11,1.45396E+11,3.53896E+11,1.93803E+11,6.14828E+11
4.24399E+11,9.87279E+11,6.60127E+11,9.22233E+11,7.05761E+11,9.39127E+11,4.00477E+12,1.1864E+12,1.50482E+12,7.74901E+11,6.64776E+11,6.17961E+11,6.99506E+11,8.85559E+11,3.84341E+11,5.14679E+11,3.49886E+11,5.81294E+11,7.44495E+11,5.19845E+11,6.10919E+11,1.05396E+12,5.23281E+11,6.8691E+11,3.1765E+11,7.2494E+11,4.29024E+11,2.42104E+11,5.09251E+11,3.12517E+11,3.66156E+11,5.68538E+11,1.03235E+12,9.04123E+11,6.42062E+11,5.75269E+11,4.09028E+11,7.22839E+11,2.31072E+11,5.34539E+11,2.95065E+11,9.35352E+11
3.41623E+11,8.48253E+11,5.73798E+11,7.45146E+11,6.73245E+11,7.35824E+11,1.1864E+12,2.16919E+12,1.3863E+12,6.56108E+11,4.893E+11,5.49526E+11,6.02189E+11,7.63679E+11,3.37227E+11,4.41313E+11,3.12681E+11,4.81524E+11,6.82423E+11,4.16815E+11,5.53317E+11,1.26562E+12,4.12563E+11,6.11727E+11,2.82896E+11,6.04912E+11,3.39811E+11,2.09298E+11,4.26419E+11,2.98618E+11,3.6107E+11,5.08435E+11,9.31808E+11,7.26763E+11,5.86811E+11,4.8655E+11,3.28948E+11,7.05E+11,1.84931E+11,4.5986E+11,2.59041E+11,7.83563E+11
3.86284E+11,9.39757E+11,6.12997E+11,9.36158E+11,7.59425E+11,9.35551E+11,1.50482E+12,1.3863E+12,5.67145E+12,7.48396E+11,6.01038E+11,7.38075E+11,7.57527E+11,7.73379E+11,4.38497E+11,5.15187E+11,3.09127E+11,5.47669E+11,9.75067E+11,5.64589E+11,6.68283E+11,1.21497E+12,4.69288E+11,6.685E+11,3.20055E+11,6.68579E+11,4.04915E+11,2.773E+11,5.61323E+11,3.27348E+11,4.03899E+11,6.39683E+11,1.1121E+12,8.44282E+11,6.94413E+11,5.67717E+11,4.0012E+11,8.41786E+11,2.31374E+11,5.14327E+11,2.99283E+11,1.06854E+12
