233129 442021 255381 347119 340832 430901 664776 489300 601038 339677 1247860 270031 291085 589149 194272 243421 159404 237890 292934 194052 254585 359951 191814 319681 149918 353063 176437 144190 188683 130935 157703 298654 426071 351397 253244 232561 158385 294412 90638.034604 244816 116277 375512
209355 445272 321263 415664 341760 512824 617961 549526 738075 338059 270031 1023830 418937 425895 199232 273296 155980 295768 422611 228678 272917 797915 230377 342721 178606 317972 171005 142361 240960 150852 194997 314404 521064 426633 273552 272493 215237 369754 111997 240442 128588 449519
252958 502919 414636 473020 346100 446420 699506 602189 757527 381722 291085 418937 1343170 554128 206138 279588 175822 342636 478690 231661 325387 874720 231947 349383 152315 352410 195151 108034 225898 165838 204500 335105 530430 436754 320411 272289 182716 363456 110843 294444 159909 415588
287656 629116 512169 488985 462518 618331 885559 763679 773379 450467 589149 425895 554128 5323630 288424 411872 178880 396890 492858 284420 445438 755975 348269 500881 254193 487722 229659 199453 291997 263818 321955 391347 741139 593254 392746 390740 273187 590930 173163 385952 145386 650228
120811 273671 197596 244394 215861 235418 384341 337227 438497 208164 194272 199232 206138 288424 304229 160644 95340.686544 155763 245501 129596 187041 412008 133402 204585 98578.778151 196540 105038 68334.347931 150994 83726.074636 112862 168281 287272 226893 184611 148867 119223 203562 60549.372449 146941 78864.603869 246167
158811 343393 296705 324207 287136 373981 514679 441313 515187 238690 243421 273296 279588 411872 160644 833636 124934 213274 330369 207980 281412 585859 190772 249834 132311 247459 176080 104274 181664 106625 147206 240197 387112 313788 246571 218126 153702 281610 86453.274467 199589 102952 323336
109978 202194 161700 210801 157952 198567 349886 312681 309127 162295 159404 155980 175822 178880 95340.686544 124934 328065 128419 189488 104961 146627 244955 108880 185232 81918.499992 154459 88514.795663 63759.772012 107754 78901.41522 108726 145844 253878 226316 142165 123350 89574.498752 168289 49363.795599 131874 64450.128901 180615
136014 390673 237282 355431 336374 326136 581294 481524 547669 278567 237890 295768 342636 396890 155763 213274 128419 957700 371680 190586 248789 352331 171193 290145 146737 286161 163149 85080.423513 178712 121869 162153 276270 426891 413826 222584 231406 137068 332003 102381 221764 109383 384708
230345 547007 441280 525790 409858 480750 744495 682423 975067 499220 292934 422611 478690 492858 245501 330369 189488 371680 1733960 336641 354870 863934 291931 415297 211052 381439 223154 124468 357588 173075 237210 363681 664904 469935 424216 337457 239872 420629 133018 304003 164229 571250
147145 316912 250697 316077 259786 323383 519845 416815 564589 267742 194052 228678 231661 284420 129596 207980 104961 190586 336641 485744 225623 385131 146410 211100 116026 238311 122411 82791.899834 174890 107084 129459 214534 344252 278217 226164 190903 118611 271102 73737.827757 195007 108775 329445
223121 474880 323204 403448 346102 429474 610919 553317 668283 327424 254585 272917 325387 445438 187041 281412 146627 248789 354870 225623 896463 770190 222452 315147 173039 334295 164429 116334 229707 157546 215243 291269 501288 422481 272204 261493 208318 331927 107350 256632 122893 415234
479651 554922 497002 794208 779960 915628 1053960 1265620 1214970 748542 359951 797915 874720 755975 412008 585859 244955 352331 863934 385131 770190 20902100 470128 751294 337408 481163 170361 201346 418693 383669 529718 589752 958228 571728 663630 594491 356560 788866 255407 497896 204043 584587
155753 317245 241498 298377 280071 272406 523281 412563 469288 285240 191814 230377 231947 348269 133402 190772 108880 171193 291931 146410 222452 470128 493169 233457 129939 245448 138985 91308.570107 172668 110405 154597 201656 367009 302095 209068 187577 123597 238410 71977.658593 188954 94274.083487 313742
189416 506075 363272 463515 423005 447676 686910 611727 668500 426355 319681 342721 349383 500881 204585 249834 185232 290145 415297 211100 315147 751294 233457 889617 178026 364009 181644 137476 244172 163732 231044 298041 587699 471715 287523 289055 173250 425768 113697 279665 143525 463892
119759 238968 173713 214724 211638 224153 317650 282896 320055 193521 149918 178606 152315 254193 98578.778151 132311 81918.499992 146737 211052 116026 173039 337408 129939 178026 291652 173824 107993 63213.060503 116967 74397.046696 102893 156135 278795 227877 142242 151736 90266.960706 179083 56867.071596 135017 67227.777843 217055
222555 513944 329335 435266 387719 473571 724940 604912 668579 386716 353063 317972 352410 487722 196540 247459 154459 286161 381439 238311 334295 481163 245448 364009 173824 928986 185742 120859 233842 158765 200251 328485 554425 448220 325826 288240 223585 386125 118102 270133 146212 460000
116890 238679 208274 241508 210315 256096 429024 339811 404915 189438 176437 171005 195151 229659 105038 176080 88514.795663 163149 223154 122411 164429 170361 138985 181644 107993 185742 383434 56834.420408 134979 83001.635714 110107 167098 264112 231503 168660 136342 111617 196418 62011.708399 147852 85126.51147 260564
75643.246694 165444 138094 175573 113406 172337 242104 209298 277300 134476 144190 142361 108034 199453 68334.347931 104274 63759.772012 85080.423513 124468 82791.899834 116334 201346 91308.570107 137476 63213.060503 120859 56834.420408 238231 90856.801103 56292.564896 73646.108722 111529 211292 163950 115200 103197 66558.205848 150774 40913.893748 106038 39694.137251 158155
157533 350894 253642 324908 282229 280078 509251 426419 561323 255165 188683 240960 225898 291997 150994 181664 107754 178712 357588 174890 229707 418693 172668 244172 116967 233842 134979 90856.801103 708748 115234 159959 240343 364422 307261 235474 212391 156314 282367 81855.732948 195846 83858.371642 329604
94642.562442 213930 133012 210227 178337 185181 312517 298618 327348 136448 130935 150852 165838 263818 83726.074636 106625 78901.41522 121869 173075 107084 157546 383669 110405 163732 74397.046696 158765 83001.635714 56292.564896 115234 262766 101078 144110 253183 191668 142239 108795 80560.494376 163694 48842.964677 123699 57385.740368 201974
135326 304724 212744 250838 211940 244160 366156 361070 403899 222311 157703 194997 204500 321955 112862 147206 108726 162153 237210 129459 215243 529718 154597 231044 102893 200251 110107 73646.108722 159959 101078 461221 173277 345497 287719 179552 179259 129699 218507 77326.31873 168068 82161.011053 209349
200942 442793 304272 370175 328275 410724 568538 508435 639683 316242 298654 314404 335105 391347 168281 240197 145844 276270 363681 214534 291269 589752 201656 298041 156135 328485 167098 111529 240343 144110 173277 607485 467021 379196 265714 238054 162039 357065 88517.711225 227391 132550 402595
320880 719140 541983 653599 578401 655330 1032350 931808 1112100 545850 426071 521064 530430 741139 287272 387112 253878 426891 664904 344252 501288 958228 367009 587699 278795 554425 264112 211292 364422 253183 345497 467021 1505280 663860 440748 415624 290661 554906 179097 429348 212019 682837
259626 604508 441810 518860 469411 499094 904123 726763 844282 385339 351397 426633 436754 593254 226893 313788 226316 413826 469935 278217 422481 571728 302095 471715 227877 448220 231503 163950 307261 191668 287719 379196 663860 1000270 344756 341101 243883 472151 144910 325910 171711 528354
191094 377464 322376 396004 324163 355937 642062 586811 694413 380348 253244 273552 320411 392746 184611 246571 142165 222584 424216 226164 272204 663630 209068 287523 142242 325826 168660 115200 235474 142239 179552 265714 440748 344756 998077 218988 185152 319700 79601.672851 209161 119505 414139
174488 378584 274418 349100 298728 376882 575269 486550 567717 285115 232561 272493 272289 390740 148867 218126 123350 231406 337457 190903 261493 594491 187577 289055 151736 288240 136342 103197 212391 108795 179259 238054 415624 341101 218988 468662 164226 308057 90949.742192 215948 105953 358908
132465 258220 156985 268603 180773 239508 409028 328948 400120 210661 158385 215237 182716 273187 119223 153702 89574.498752 137068 239872 118611 208318 356560 123597 173250 90266.960706 223585 111617 66558.205848 156314 80560.494376 129699 162039 290661 243883 185152 164226 657615 216109 60420.223433 132428 81561.763747 251207
242645 520615 387976 450395 412775 468960 722839 705000 841786 390500 294412 369754 363456 590930 203562 281610 168289 332003 420629 271102 331927 788866 238410 425768 179083 386125 196418 150774 282367 163694 218507 357065 554906 472151 319700 308057 216109 979038 115008 288087 149184 480294
69135.0571 156054 100849 136418 115375 145396 231072 184931 231374 93664.886392 90638.034604 111997 110843 173163 60549.372449 86453.274467 49363.795599 102381 133018 73737.827757 107350 255407 71977.658593 113697 56867.071596 118102 62011.708399 40913.893748 81855.732948 48842.964677 77326.31873 88517.711225 179097 144910 79601.672851 90949.742192 60420.223433 115008 113319 94249.157729 43930.207213 152573
168937 391572 276865 337804 296080 353896 534539 459860 514327 291782 244816 240442 294444 385952 146941 199589 131874 221764 304003 195007 256632 497896 188954 279665 135017 270133 147852 106038 195846 123699 168068 227391 429348 325910 209161 215948 132428 288087 94249.157729 449555 113124 330577
77332.246606 192062 143116 178632 143794 193803 295065 259041 299283 142109 116277 128588 159909 145386 78864.603869 102952 64450.128901 109383 164229 108775 122893 204043 94274.083487 143525 67227.777843 146212 85126.51147 39694.137251 83858.371642 57385.740368 82161.011053 132550 212019 171711 119505 105953 81561.763747 149184 43930.207213 113124 189683 194118
279478 580660 455848 543081 474513 614828 935352 783563 1068540 430786 375512 449519 415588 650228 246167 323336 180615 384708 571250 329445 415234 584587 313742 463892 217055 460000 260564 158155 329604 201974 209349 402595 682837 528354 414139 358908 251207 480294 152573 330577 194118 1534290
